Nombre,Edad,EstadoCivil,Hijos,Residencia,propiedades,vivienda,educacion,empleo,telefono,Ingreso,balance,creditos_otro,suscrito notificaciones,Cta_Ahorros,Cta_Corriente,tarjeta_credito,monto_credito,duracion,tasa_mensual,mora_otros,Limite_Credito,razonPrestamo
Gisela Palmer Correa,44,F divorciada,1,2,Propietario automóviles,Alquiler,primaria,Técnico,No,25000-45000,0,ninguno,0,SI,SI,0,1881,12,2,no,mayor 5000,Viaje
Fabio Dávila Cano,27,H Casado,0,2,Propietario de Bienes Raices,Propietario,secundaria,No calificado,Si,Menor a 25000,599,ninguno,0,SI,NO,1,709,6,2,no,mayor 5000,Vehículo
Nerea Sonia Rocamora León,30,F Soltera,0,1,desconocido/ninguno,Propietario,Superior,Empresario,No,25000-45000,-218,ninguno,0,SI,SI,0,4795,36,4,no,entre 0-5000,Viaje
Víctor Arribas-Abad,27,H Soltero,3,2,Propietario automóviles,Propietario,Superior,Empresario,Si,25000-45000,1012,ninguno,0,SI,SI,0,3416,27,3,no,Sin linea de crédito,Viaje
África Hernández Vall,23,F Casada,0,4,Propietario apartamentos,Propietario,secundaria,Dependiente,No,25000-45000,300,ninguno,0,NO,NO,1,2288,21,4,no,Sin limite,Mejora Vivienda
Jose Manuel Eusebio Solano Barón,30,H Soltero,2,2,Propietario automóviles,Propietario,Superior,Dependiente,Si,25000-45000,217,ninguno,0,SI,SI,1,3566,48,4,no,entre 0-5000,Negocio
Ximena Guillén Arco,39,F Casada,0,4,desconocido/ninguno,Propietario,Superior,Dependiente,No,25000-45000,2096,ninguno,0,SI,SI,0,860,6,1,no,Sin linea de crédito,Vehículo
Clementina del Giralt,51,F Soltera,0,3,Propietario automóviles,Propietario,secundaria,Dependiente,No,Mayor a 45000,0,ninguno,0,SI,SI,1,682,12,4,no,Sin limite,Vehículo
Sandalio Ugarte-Lozano,28,H Soltero,0,2,Propietario apartamentos,Propietario,primaria,Dependiente,Si,Mayor a 45000,5278,ninguno,0,NO,SI,0,5371,36,3,no,Sin linea de crédito,Mejora Vivienda
Gregorio de Martorell,46,H Soltero,3,4,Propietario automóviles,Propietario,Superior,Dependiente,Si,Menor a 25000,1831,ninguno,0,SI,NO,0,1582,18,4,no,Sin limite,Viaje
Yago Hierro,42,H Soltero,1,4,desconocido/ninguno,Propietario,Superior,Dependiente,No,25000-45000,1480,Bancario,0,NO,SI,0,1346,6,2,no,Sin limite,Viaje
Fortunato de Mora,38,H Soltero,0,4,Propietario apartamentos,Propietario,Superior,Dependiente,No,25000-45000,7289,ninguno,0,NO,NO,0,1924,10,1,no,Sin limite,Viaje
Manu Barroso Azcona,24,H Soltero,0,1,Propietario automóviles,Propietario,desconocido,Dependiente,Si,25000-45000,1665,ninguno,0,SI,SI,1,5848,36,4,no,mayor 5000,Viaje
Julia Hidalgo Molina,29,F divorciada,1,4,desconocido/ninguno,Alquiler,primaria,Dependiente,Si,Menor a 25000,851,ninguno,0,SI,SI,0,7758,24,2,no,entre 0-5000,Divisas 
Herminio Borrell-Briones,36,H Soltero,0,4,Propietario automóviles,Alquiler,Superior,Empresario,No,Mayor a 45000,2885,ninguno,0,SI,SI,0,6967,24,4,no,entre 0-5000,Negocio
Ambrosio Barceló Montesinos,48,H Soltero,0,4,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,25000-45000,137,ninguno,0,NO,NO,1,1288,9,3,no,Sin linea de crédito,Mejoras del hogar
Alejandro Miró Leiva,45,H Casado,0,1,Propietario automóviles,Contrato A,secundaria,Técnico,Si,Menor a 25000,1239,Bancario,0,SI,SI,0,339,12,4,no,Sin linea de crédito,Persona
Juan Francisco Roselló Maza,38,H Soltero,2,3,Propietario automóviles,Propietario,Superior,Dependiente,No,Menor a 25000,146,Bancario,0,SI,SI,1,3512,24,2,no,entre 0-5000,Vehículo
Nicolás Céspedes Cuadrado,34,H Soltero,2,2,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,Mayor a 45000,1,ninguno,0,SI,SI,0,1898,6,1,no,Sin limite,Viaje
Roque Franch Llopis,36,H Soltero,0,4,Propietario de Bienes Raices,Propietario,primaria,Dependiente,No,Menor a 25000,-10,ninguno,0,SI,NO,0,2872,24,3,no,Sin limite,Viaje
Florencia Berrocal Aguiló,30,F Soltera,3,1,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Menor a 25000,480,ninguno,0,SI,SI,0,1055,18,4,no,Sin limite,Vehículo
Luis Miguel Camacho Guillen,61,H Soltero,0,4,desconocido/ninguno,Propietario,secundaria,Empresario,No,Menor a 25000,2789,ninguno,1,SI,SI,1,1953,36,4,no,entre 0-5000,Negocio
Pascual Galán Espejo,25,H Soltero,3,2,Propietario automóviles,Propietario,secundaria,Dependiente,No,Mayor a 45000,3897,ninguno,1,SI,SI,0,14421,48,2,no,entre 0-5000,Negocio
Eligio del Cisneros,36,H Soltero,0,3,Propietario apartamentos,Propietario,secundaria,Dependiente,No,Menor a 25000,487,ninguno,0,SI,NO,0,1262,15,4,no,Sin limite,Electrodomésticos
Andrés Felipe Carvajal,70,H Soltero,1,4,desconocido/ninguno,Propietario,secundaria,Empresario,No,25000-45000,5110,Bancario,0,SI,SI,0,7308,10,2,no,entre 0-5000,Vehículo
Julián Cid Giralt,36,H Soltero,0,4,Propietario apartamentos,Propietario,Superior,Dependiente,Si,Menor a 25000,318,ninguno,0,SI,NO,0,909,36,4,no,Sin limite,Vehículo
Lisandro Durán Mateo,32,H Soltero,1,2,Propietario automóviles,Propietario,Superior,Dependiente,No,Menor a 25000,-411,ninguno,0,SI,NO,1,2978,6,1,no,Sin limite,Mejora Vivienda
Lourdes Ferrer Huerta,20,F Casada,3,1,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,25000-45000,4820,ninguno,0,NO,SI,0,1577,11,4,no,entre 0-5000,Mejora Vivienda
Lara Arcos Medina,25,F divorciada,3,4,Propietario apartamentos,Alquiler,Superior,Dependiente,No,Menor a 25000,4937,ninguno,0,SI,SI,1,3972,24,2,no,Sin limite,Mejora Vivienda
Angélica Gámez Andres,26,F Soltera,2,1,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,25000-45000,725,ninguno,0,NO,SI,0,763,12,4,no,Sin limite,Mejora Vivienda
César Marcelino Salcedo Belda,33,H Soltero,2,2,Propietario de Bienes Raices,Propietario,Superior,Dependiente,Si,Menor a 25000,5403,ninguno,0,SI,SI,0,1414,8,4,no,entre 0-5000,Viaje
Guiomar Ugarte,42,H divorciado,3,1,Propietario automóviles,Propietario,Superior,Dependiente,Si,Menor a 25000,4089,ninguno,0,SI,SI,1,2577,12,2,no,Sin linea de crédito,Mejora Vivienda
Rodolfo Martorell-Cámara,52,H Soltero,0,4,Propietario automóviles,Propietario,Superior,Dependiente,Si,Menor a 25000,188,ninguno,0,SI,NO,1,338,6,4,no,Sin linea de crédito,Viaje
Fermín Ávila Plana,31,H Soltero,0,2,Propietario automóviles,Alquiler,desconocido,Empresario,No,Menor a 25000,189,ninguno,0,SI,SI,1,1963,12,4,no,Sin limite,Viaje
Octavio Guzman Ariño,65,H Soltero,1,4,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,Menor a 25000,2998,ninguno,0,NO,SI,0,571,21,4,no,Sin linea de crédito,Vehículo
Mariano de Figuerola,50,H Soltero,2,4,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,Menor a 25000,610,ninguno,0,SI,NO,1,3777,24,4,no,Sin limite,Mejora Vivienda
Paco Poza Nogués,31,H Soltero,1,2,Propietario apartamentos,Propietario,desconocido,Dependiente,Si,Menor a 25000,787,ninguno,0,SI,SI,1,1360,15,4,no,Sin limite,Viaje
Prudencio Clemente Alegre,68,H Soltero,2,3,Propietario automóviles,Propietario,secundaria,No calificado,No,Menor a 25000,167,ninguno,0,NO,SI,0,1175,16,2,no,entre 0-5000,Vehículo
Tatiana Roldán Almazán,33,F divorciada,1,4,Propietario automóviles,Propietario,Superior,Dependiente,No,25000-45000,243,Bancario,0,SI,SI,0,3244,18,1,no,entre 0-5000,Mejora Vivienda
Hernán Mate Canet,29,H Casado,1,2,Propietario de Bienes Raices,Alquiler,Superior,Dependiente,Si,25000-45000,877,ninguno,0,SI,SI,0,2108,6,2,no,Sin limite,Viaje
José Carretero Menéndez,28,F Casada,1,1,Propietario automóviles,Propietario,secundaria,Dependiente,No,Mayor a 45000,2817,ninguno,0,NO,NO,0,1382,6,1,no,Sin limite,Viaje
Sancho Eusebio Barranco Hierro,36,H Soltero,1,4,desconocido/ninguno,Propietario,Superior,Dependiente,No,25000-45000,4567,Bancario,0,SI,SI,0,2760,24,4,no,entre 0-5000,Divisas 
Pelayo Infante Garay,52,H Soltero,0,2,Propietario automóviles,Propietario,secundaria,Dependiente,No,25000-45000,127,ninguno,0,NO,SI,1,936,9,4,no,Sin limite,Estudios
Lisandro Rodolfo Abad Marquez,27,H Casado,1,3,Propietario de Bienes Raices,Propietario,primaria,Técnico,Si,25000-45000,176,ninguno,0,SI,SI,1,1168,12,4,no,Sin linea de crédito,Vehículo
Lope Mata-Carro,26,H Soltero,0,4,Propietario automóviles,Propietario,Superior,Dependiente,Si,Menor a 25000,0,ninguno,0,NO,SI,0,5117,27,3,no,Sin limite,Negocio
Luciano Aparicio Gibert,38,H Soltero,1,1,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,Menor a 25000,1482,ninguno,0,SI,SI,0,1495,12,4,no,Sin limite,Vehículo
Manu Aguirre,38,H Soltero,2,4,desconocido/ninguno,Propietario,secundaria,Empresario,No,25000-45000,3052,ninguno,0,SI,SI,0,10623,30,3,no,Sin linea de crédito,Divisas 
Efraín Velázquez Esteve,43,H Soltero,0,4,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,Mayor a 45000,56,ninguno,0,SI,SI,0,1935,12,4,no,Sin limite,Mejora Vivienda
Faustino Heriberto Barral Bonet,26,H Soltero,0,3,Propietario apartamentos,Propietario,primaria,Dependiente,Si,25000-45000,278,ninguno,0,SI,SI,1,1424,12,4,no,entre 0-5000,Electrodomésticos
Mariano Santiago Acevedo Diaz,21,H Casado,1,2,Propietario automóviles,Propietario,Superior,Técnico,Si,Menor a 25000,3875,Préstamo a plazo,0,SI,NO,1,6568,24,2,no,Sin linea de crédito,Negocio
Ale Alemán,55,H Soltero,2,2,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Menor a 25000,-337,ninguno,0,SI,SI,0,1413,12,3,no,Sin limite,Divisas 
Esteban Mendoza Abad,33,H Soltero,2,2,Propietario de Bienes Raices,Propietario,Superior,Dependiente,Si,25000-45000,366,ninguno,0,SI,SI,0,3074,9,1,no,Sin limite,Viaje
Águeda Machado Medina,45,F Casada,1,4,Propietario de Bienes Raices,Propietario,primaria,Técnico,No,Menor a 25000,501,ninguno,0,SI,NO,1,3835,36,2,no,Sin limite,Viaje
Ramón Menendez,51,H Soltero,1,2,Propietario automóviles,Propietario,Superior,Dependiente,No,Mayor a 45000,998,ninguno,0,SI,SI,0,3342,36,4,no,Sin limite,Viaje
Reyes Marin Parra,39,F divorciada,0,3,Propietario apartamentos,Propietario,primaria,Técnico,Si,Menor a 25000,0,ninguno,0,NO,SI,1,932,6,1,no,entre 0-5000,Persona
Custodio Quintana-Vicente,31,H Soltero,0,1,Propietario apartamentos,Propietario,Superior,Dependiente,No,25000-45000,246,Bancario,0,NO,NO,1,3104,18,3,no,Sin linea de crédito,Negocio
Guadalupe Agudo Peña,23,H Soltero,2,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,No,Menor a 25000,-182,ninguno,0,SI,SI,0,3913,36,2,no,mayor 5000,Viaje
Pío Glauco Gibert Solano,24,H divorciado,1,2,Propietario de Bienes Raices,Alquiler,Superior,Técnico,Si,Menor a 25000,446,ninguno,0,SI,SI,0,3021,24,2,no,Sin linea de crédito,Mejora Vivienda
Eugenia Caparrós Montes,64,F divorciada,1,4,Propietario automóviles,Propietario,secundaria,Dependiente,No,Menor a 25000,1173,ninguno,0,SI,SI,1,1364,10,2,no,Sin limite,Vehículo
Celso Melero Cuéllar,26,H Casado,1,1,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,Mayor a 45000,5957,Bancario,0,NO,SI,0,625,12,4,no,entre 0-5000,Viaje
Xiomara Pedro Olivares,23,F Soltera,3,4,Propietario apartamentos,Alquiler,secundaria,Dependiente,No,Menor a 25000,205,Bancario,0,NO,NO,0,1200,12,4,no,Sin linea de crédito,Estudios
Toño Aranda Crespi,30,H Soltero,2,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,25000-45000,0,Bancario,0,SI,SI,0,707,12,4,no,Sin limite,Viaje
Candelario Manuel-Roig,32,H Soltero,0,4,Propietario de Bienes Raices,Contrato A,Superior,Dependiente,No,25000-45000,369,ninguno,0,NO,NO,1,2978,24,4,no,Sin limite,Negocio
Amancio Santamaria Gutierrez,30,H Soltero,3,2,Propietario automóviles,Propietario,secundaria,Dependiente,No,25000-45000,1934,ninguno,0,SI,SI,0,4657,15,3,no,Sin limite,Divisas 
Aitor Mateu Anguita,27,H Soltero,2,2,Propietario automóviles,Propietario,Superior,Dependiente,Si,25000-45000,259,ninguno,0,SI,SI,0,2613,36,4,no,Sin limite,Mejoras del hogar
Macario Leiva Priego,22,H Soltero,1,1,desconocido/ninguno,Propietario,secundaria,Dependiente,Si,Menor a 25000,284,Bancario,0,SI,SI,1,3149,24,4,no,Sin linea de crédito,Mejora Vivienda
Haroldo Edmundo Bertrán Paz,51,H Soltero,0,4,desconocido/ninguno,Propietario,desconocido,Técnico,Si,Menor a 25000,23,ninguno,0,NO,SI,0,2507,9,2,no,Sin limite,Vehículo
Hernando del Sanchez,35,H Soltero,0,1,desconocido/ninguno,Propietario,Superior,Dependiente,Si,25000-45000,1373,ninguno,0,SI,SI,0,2141,12,3,no,Sin limite,Viaje
Maximiliano de Corominas,25,H Casado,0,2,Propietario de Bienes Raices,Propietario,Superior,Técnico,Si,25000-45000,62,ninguno,0,NO,SI,1,866,18,4,no,entre 0-5000,Viaje
Gerardo del Ribera,42,H Soltero,1,1,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,25000-45000,157,ninguno,0,SI,SI,0,1544,4,2,no,Sin limite,Viaje
Isabela Batalla Ribera,35,F Soltera,0,2,Propietario apartamentos,Propietario,Superior,Dependiente,Si,Menor a 25000,991,ninguno,0,NO,SI,1,1291,12,4,no,Sin limite,Viaje
Guiomar del Zabaleta,39,H Soltero,0,3,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Menor a 25000,186,ninguno,0,SI,SI,0,2522,30,1,no,Sin linea de crédito,Viaje
Cirino Faustino Mariño Solsona,51,H Soltero,1,2,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Mayor a 45000,977,ninguno,0,NO,SI,1,1595,6,3,no,Sin limite,Viaje
Leocadia de Checa,27,F Soltera,0,2,Propietario de Bienes Raices,Propietario,Superior,Dependiente,Si,Menor a 25000,2893,ninguno,0,NO,SI,1,1185,12,3,no,Sin limite,Negocio
Macarena Maestre Mata,35,F Soltera,0,3,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,Menor a 25000,1897,ninguno,0,SI,NO,0,3447,12,4,no,Sin limite,Persona
Cesar Jover Badía,42,H Soltero,0,3,Propietario automóviles,Propietario,Superior,Dependiente,Si,25000-45000,5514,ninguno,1,NO,SI,1,4153,18,2,no,Sin linea de crédito,Mejora Vivienda
Ruben Carretero-Alemán,43,H Soltero,2,4,Propietario apartamentos,Alquiler,secundaria,Dependiente,No,Menor a 25000,889,Bancario,1,SI,SI,0,2625,16,2,no,Sin linea de crédito,Vehículo
Calisto Castañeda Viñas,25,H Soltero,0,1,Propietario de Bienes Raices,Propietario,Superior,Dependiente,No,Menor a 25000,273,ninguno,0,SI,SI,0,1258,24,4,no,Sin limite,Negocio
Gustavo Villalobos Nogués,52,H Soltero,1,4,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,25000-45000,1193,ninguno,0,SI,SI,1,717,12,4,no,Sin limite,Viaje
Ibán Martinez Velázquez,35,H Soltero,3,1,desconocido/ninguno,Alquiler,Superior,Dependiente,Si,Menor a 25000,2729,Bancario,0,NO,SI,0,1204,6,4,no,Sin limite,Vehículo
Jeremías Gutierrez Castro,26,H Soltero,0,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,25000-45000,0,ninguno,0,NO,NO,0,1925,24,2,no,mayor 5000,Mejora Vivienda
Nuria Pons Márquez,39,F Casada,2,4,Propietario de Bienes Raices,Propietario,secundaria,Técnico,No,25000-45000,230,ninguno,0,SI,SI,0,666,6,3,no,Sin linea de crédito,Vehículo
Carmen Pastor Portillo,46,F Soltera,2,2,Propietario automóviles,Propietario,secundaria,Técnico,Si,25000-45000,2729,ninguno,0,SI,SI,0,2251,12,1,no,mayor 5000,Mejora Vivienda
Ciro Rico Osuna,35,H Soltero,0,3,Propietario apartamentos,Propietario,Superior,Dependiente,Si,Menor a 25000,317,ninguno,0,SI,SI,0,4151,24,2,no,Sin limite,Mejora Vivienda
Bernabé Losa-Peinado,24,H Soltero,0,1,Propietario automóviles,Propietario,primaria,Dependiente,No,25000-45000,517,ninguno,0,SI,SI,1,2030,9,2,no,entre 0-5000,Mejora Vivienda
Pascual Bilbao Saavedra,27,H Soltero,1,1,Propietario de Bienes Raices,Propietario,Superior,Técnico,Si,25000-45000,-470,ninguno,0,SI,SI,0,7418,60,1,no,entre 0-5000,Viaje
Heraclio del Rius,35,H Soltero,0,2,Propietario de Bienes Raices,Propietario,Superior,Técnico,Si,Menor a 25000,4579,ninguno,0,SI,NO,0,2684,24,4,no,Sin limite,Viaje
Carina Carrión Cazorla,23,F Soltera,0,4,Propietario automóviles,Propietario,secundaria,Dependiente,No,Mayor a 45000,1,ninguno,0,SI,SI,1,3812,15,1,no,Sin limite,Divisas 
Reina Heras Ochoa,57,F divorciada,0,4,Propietario de Bienes Raices,Propietario,Superior,Técnico,Si,Menor a 25000,5106,ninguno,0,NO,NO,0,1154,11,4,no,Sin limite,Viaje
Cipriano Coloma Llopis,27,H Soltero,2,2,Propietario de Bienes Raices,Contrato A,Superior,Dependiente,Si,25000-45000,636,ninguno,0,SI,NO,1,1657,12,2,no,Sin linea de crédito,Mejora Vivienda
Isidora Elba Chamorro Ibañez,55,F divorciada,2,4,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Mayor a 45000,1076,ninguno,0,NO,SI,1,1603,24,4,no,Sin linea de crédito,Viaje
León Lloret Ferreras,36,H Soltero,3,4,desconocido/ninguno,Propietario,Superior,Empresario,No,Menor a 25000,126,ninguno,0,SI,NO,0,5302,18,2,no,Sin linea de crédito,Vehículo
Rufina Gallo Santana,57,F divorciada,2,4,desconocido/ninguno,Propietario,secundaria,Técnico,Si,Menor a 25000,-33,Bancario,0,SI,SI,0,2748,12,2,no,Sin limite,Estudios
Fabián del Luján,32,H Soltero,1,4,Propietario de Bienes Raices,Propietario,secundaria,Técnico,Si,25000-45000,430,ninguno,0,SI,SI,1,1231,10,3,no,Sin limite,Vehículo
Valerio Rojas Bravo,36,H Soltero,3,4,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,Menor a 25000,-6,ninguno,0,SI,SI,0,6304,36,4,no,Sin limite,Negocio
Leticia del Revilla,38,F Soltera,1,3,Propietario automóviles,Propietario,Superior,Dependiente,No,Menor a 25000,383,Préstamo a plazo,0,NO,SI,0,1533,24,4,no,Sin limite,Viaje
Faustino Capdevila Carpio,25,H Soltero,1,2,Propietario automóviles,Propietario,secundaria,Dependiente,Si,Menor a 25000,130,ninguno,0,SI,NO,0,999,24,4,no,Sin limite,Viaje
Américo Nilo Escribano Diez,32,H Soltero,0,3,Propietario apartamentos,Propietario,primaria,Dependiente,Si,25000-45000,2569,ninguno,0,SI,SI,0,2662,18,4,no,Sin limite,Vehículo
África Ramírez-Sotelo,37,F Casada,1,4,Propietario automóviles,Alquiler,secundaria,Dependiente,No,Mayor a 45000,201,ninguno,0,SI,SI,0,1402,12,3,no,Sin limite,Mejora Vivienda
Raimundo Burgos Angulo,36,H Soltero,0,4,desconocido/ninguno,Propietario,Superior,Empresario,No,Menor a 25000,0,ninguno,0,NO,NO,0,12169,48,4,no,entre 0-5000,Vehículo
Abraham Vargas Torralba,32,H Soltero,2,2,Propietario de Bienes Raices,Propietario,secundaria,Dependiente,Si,Menor a 25000,6,ninguno,0,SI,SI,1,2697,9,1,no,Sin limite,Viaje
Evelia Alonso,26,F divorciada,0,2,Propietario automóviles,Propietario,secundaria,Dependiente,Si,25000-45000,475,ninguno,0,SI,SI,0,2404,18,2,no,Sin limite,Viaje
Esteban Boada Cerro,49,H divorciado,2,4,Propietario apartamentos,Propietario,secundaria,Técnico,No,Menor a 25000,706,ninguno,0,SI,SI,0,1262,12,2,no,Sin linea de crédito,Mejora Vivienda
David Belda Ordóñez,29,H Soltero,3,4,Propietario automóviles,Alquiler,secundaria,Empresario,No,Mayor a 45000,1825,ninguno,0,SI,SI,1,1901,24,4,no,Sin limite,Viaje
Anacleto Checa Barón,23,H Soltero,2,4,desconocido/ninguno,Alquiler,Superior,Dependiente,No,25000-45000,185,ninguno,0,SI,SI,1,3368,15,3,no,Sin limite,Divisas 
Eladio Chacón Castellanos,50,H Soltero,0,2,Propietario de Bienes Raices,Contrato A,primaria,Dependiente,Si,Mayor a 45000,4415,ninguno,0,SI,SI,0,1574,12,4,no,Sin limite,Mejora Vivienda
Lucho Botella Valcárcel,49,H Soltero,0,4,Propietario automóviles,Propietario,Superior,Técnico,Si,Menor a 25000,679,Bancario,0,SI,NO,0,1445,18,4,no,mayor 5000,Viaje
Remigio Blazquez-Millán,63,H Soltero,0,4,Propietario apartamentos,Propietario,secundaria,Dependiente,Si,Menor a 25000,320,ninguno,0,SI,NO,1,1520,15,4,no,Sin limite,Mejora Vivienda
Darío Lledó Ferrándiz,37,H divorciado,0,2,Propietario Negocio,Alquiler,Superior,Dependiente,No,Menor a 25000,3098,ninguno,0,NO,SI,1,3878,24,4,,entre 0-5000,Vehículo
Aitana Pera Atienza,35,F Soltera,2,1,Propietario Negocio,Alquiler,secundaria,Técnico,No,25000-45000,744,Bancario,0,SI,SI,0,10722,47,1,,Sin linea de crédito,Vehículo
Rosendo Sanz Acevedo,26,H Soltero,1,3,Propietario Negocio,Alquiler,secundaria,Dependiente,Si,Mayor a 45000,130,Bancario,0,SI,SI,1,4788,48,4,,Sin linea de crédito,Divisas 
Agustín Rosell,31,H Soltero,3,4,Propietario Vivienda,Propietario,secundaria,Empresario,No,Menor a 25000,438,Bancario,0,SI,SI,0,7582,48,2,,entre 0-5000,Otro
Mar Noguera Peña,49,F Soltera,1,4,Propietario Negocio,Propietario,primaria,Dependiente,No,25000-45000,0,ninguno,1,NO,SI,0,1092,12,4,,entre 0-5000,Viaje
Rosario Villegas-Lasa,26,H Casado,1,2,Propietario Negocio,Propietario,Superior,Dependiente,No,Mayor a 45000,322,ninguno,1,SI,NO,0,1076,12,2,,Sin limite,Negocio
Florina Balaguer Páez,44,F Soltera,0,4,Propietario Vivienda,Alquiler,desconocido,Empresario,No,Menor a 25000,186,ninguno,0,SI,SI,0,6419,24,2,,Sin linea de crédito,Divisas 
Clemente Diez Mercader,56,H Soltero,1,4,Propietario Vivienda,Propietario,Superior,Dependiente,Si,Menor a 25000,3810,Bancario,0,SI,SI,0,4796,42,4,,mayor 5000,Divisas 
Teobaldo Casal Herrero,68,H Soltero,0,4,Propietario Negocio,Propietario,primaria,Empresario,No,25000-45000,0,ninguno,0,NO,NO,0,14896,6,1,,Sin linea de crédito,Vehículo
Che Piñol Bonilla,33,H divorciado,2,1,Propietario Negocio,Propietario,Superior,Dependiente,Si,Menor a 25000,4380,ninguno,0,SI,SI,1,2359,24,1,,Sin linea de crédito,Mejora Vivienda
Hermenegildo Candelario Torrens Guitart,46,H divorciado,0,2,Propietario Negocio,Contrato A,secundaria,Empresario,Si,Menor a 25000,755,ninguno,0,SI,SI,0,7629,48,4,,Sin limite,Negocio
Micaela Rodríguez,20,F divorciada,2,4,desconocido/ninguno,Propietario,secundaria,Dependiente,Si,Menor a 25000,2070,ninguno,0,SI,SI,0,4675,12,1,,Sin limite,Divisas 
Urbano Jordán-Guillén,45,H Soltero,3,2,Propietario Negocio,Propietario,secundaria,Técnico,Si,25000-45000,999,ninguno,0,SI,SI,1,1287,10,4,,Sin limite,Vehículo
León Gascón Moliner,43,H Soltero,2,4,Propietario Negocio,Propietario,Superior,Dependiente,No,Mayor a 45000,167,ninguno,0,SI,SI,1,2515,18,3,,Sin limite,Mejora Vivienda
Eric Ulises Carlos Cepeda,32,H Soltero,1,2,Propietario Negocio,Contrato A,secundaria,Dependiente,No,Menor a 25000,1322,ninguno,0,SI,SI,0,2745,21,3,,entre 0-5000,Mejora Vivienda
